id,data,period,topic_id,topic_label
2025-11-06_rutte-nato-isi-va-juca-rolul-sau-nicusor-dan-reinarmarea-nu,2025-11-06,2025Q4 stabilizare + diplomație,0,0_românia_parte_trebuie_spus
2025-11-07_nicusor-dan-despre-intalnirea-lui-bolojan-nu-cred-ca-premier,2025-11-07,2025Q4 stabilizare + diplomație,1,1_există_cred_spus_momentul
2025-11-07_nicusor-dan-despre-salariul-minim-sa-inghete,2025-11-07,2025Q4 stabilizare + diplomație,-1,-1_românia_trebuie_spus_ani
2025-11-11_nicusor-dan-declaratia-oanei-gheorghiu-e-nefericita-reactia,2025-11-11,2025Q4 stabilizare + diplomație,-1,-1_românia_trebuie_spus_ani
2025-11-11_posibile-fragmente-de-drona-cazute-in-tulcea-nicusor-dan-a-f,2025-11-11,2025Q4 stabilizare + diplomație,2,2_trebuie_cred_momentul_spus
2025-11-11_presedintele-romaniei-nicusor-dan-despre-pensii-si-justitie,2025-11-11,2025Q4 stabilizare + diplomație,2,2_trebuie_cred_momentul_spus
2025-11-12_ce-l-a-socat-pe-nicusor-dan-dupa-ce-a-ajuns-presedinte,2025-11-12,2025Q4 stabilizare + diplomație,-1,-1_românia_trebuie_spus_ani
2025-11-12_conferinta-de-presa-sustinuta-de-presedintele-romaniei-nicus_6l2Eup,2025-11-12,2025Q4 stabilizare + diplomație,0,0_românia_parte_trebuie_spus
2025-11-12_nicusor-dan-conferinta-de-presa-presedintele-prezinta-strate,2025-11-12,2025Q4 stabilizare + diplomație,0,0_românia_parte_trebuie_spus
2025-11-12_nicusor-dan-e-mai-bine-sa-fii-vecin-cu-ucraina-decat-cu-rusi,2025-11-12,2025Q4 stabilizare + diplomație,0,0_românia_parte_trebuie_spus
2025-11-12_nicusor-dan-nu-ne-dorim-sa-fim-vecini-cu-rusia,2025-11-12,2025Q4 stabilizare + diplomație,0,0_românia_parte_trebuie_spus
2025-11-12_nicusor-dan-nu-vrem-sa-aparam-statul-vrem-sa-aparam-cetateni,2025-11-12,2025Q4 stabilizare + diplomație,0,0_românia_parte_trebuie_spus
2025-11-12_nicusor-dan-serviciile-de-informatii-vor-fi-implicate-in-lup,2025-11-12,2025Q4 stabilizare + diplomație,2,2_trebuie_cred_momentul_spus
2025-11-21_nicusor-dan-despre-aducerea-in-tara-a-mercenarului-horatiu-p,2025-11-21,2025Q4 stabilizare + diplomație,4,4_momentul_campania_trebuie_există
2025-11-21_nicusor-dan-orice-plan-de-pace-trebuie-aprobat-de-ucraina,2025-11-21,2025Q4 stabilizare + diplomație,-1,-1_românia_trebuie_spus_ani
2025-11-21_prima-reactie-a-lui-nicusor-dan-dupa-informatiile-aparute-cu,2025-11-21,2025Q4 stabilizare + diplomație,-1,-1_românia_trebuie_spus_ani
2025-11-26_nicusor-dan-declaratii-din-parlament-despre-problemele-inter,2025-11-26,2025Q4 stabilizare + diplomație,0,0_românia_parte_trebuie_spus
2025-11-26_nicusor-dan-declaratii-dupa-sustinerea-discursului-in-parlam,2025-11-26,2025Q4 stabilizare + diplomație,1,1_există_cred_spus_momentul
2025-11-26_nicusor-dan-drone-care-din-cand-in-cand-intra-pe-teritoriul,2025-11-26,2025Q4 stabilizare + diplomație,-1,-1_românia_trebuie_spus_ani
2025-11-26_nicusor-dan-vom-sustine-in-continuare-ucraina-si-republica-m,2025-11-26,2025Q4 stabilizare + diplomație,0,0_românia_parte_trebuie_spus
2025-12-01_nicusor-dan-mesaj-de-ziua-nationala-e-o-zi-de-sarbatoare-sa,2025-12-01,2025Q4-2026Q1 reformă judiciară,0,0_românia_parte_trebuie_spus
2025-12-01_nicusor-dan-suntem-membri-ai-ue-dar-de-multe-ori-vocea-roman,2025-12-01,2025Q4-2026Q1 reformă judiciară,-1,-1_românia_trebuie_spus_ani
2025-12-02_nicusor-dan-mesaj-de-1-decembrie-digi24-stiriledigi24,2025-12-02,2025Q4-2026Q1 reformă judiciară,5,5_românia_național_privește_statului
2025-12-02_nicusor-dan-mesaj-de-1-decembrie-totusi-suntem-mai-putin-cor,2025-12-02,2025Q4-2026Q1 reformă judiciară,5,5_românia_național_privește_statului
2025-12-03_nicusor-dan-despre-criza-apei-potabile-din-prahova-vinova-ia,2025-12-03,2025Q4-2026Q1 reformă judiciară,-1,-1_românia_trebuie_spus_ani
2025-12-03_nicusor-dan-despre-criza-apei-potabile-din-prahova-vinova-ia_cxJ5Wc,2025-12-03,2025Q4-2026Q1 reformă judiciară,-1,-1_românia_trebuie_spus_ani
2025-12-03_nicusor-dan-dupa-amenintarile-lui-putin-sunt-declaratii-pent,2025-12-03,2025Q4-2026Q1 reformă judiciară,0,0_românia_parte_trebuie_spus
2025-12-03_nicusor-dan-vinovatia-este-la-apele-romane,2025-12-03,2025Q4-2026Q1 reformă judiciară,-1,-1_românia_trebuie_spus_ani
2025-12-04_nicusor-dan-despre-alegerile-anulate-au-aparut-suficiente-in,2025-12-04,2025Q4-2026Q1 reformă judiciară,4,4_momentul_campania_trebuie_există
2025-12-04_nicusor-dan-despre-demisia-lui-mosteanu-intensitatea-critici,2025-12-04,2025Q4-2026Q1 reformă judiciară,-1,-1_românia_trebuie_spus_ani
2025-12-04_nicusor-dan-vinovatia-este-la-apele-romane-newsroom-din-3-de,2025-12-04,2025Q4-2026Q1 reformă judiciară,-1,-1_românia_trebuie_spus_ani
2025-12-07_presedintele-nicusor-dan-de-mult-nu-am-mai-votat-pentru-altc,2025-12-07,2025Q4-2026Q1 reformă judiciară,-1,-1_românia_trebuie_spus_ani
2025-12-09_nicusor-dan-nu-vad-vreun-motiv-pentru-care-un-ministru-trebu,2025-12-09,2025Q4-2026Q1 reformă judiciară,1,1_există_cred_spus_momentul
2025-12-10_nicusor-dan-nu-toti-votantii-aur-sunt-extremisti-stiri-b1tv,2025-12-10,2025Q4-2026Q1 reformă judiciară,-1,-1_românia_trebuie_spus_ani
2025-12-10_romania-lui-vitalie-nicusor-dan-despre-strategia-de-securita,2025-12-10,2025Q4-2026Q1 reformă judiciară,0,0_românia_parte_trebuie_spus
2025-12-11_nicusor-dan-judecatorii-sa-se-implice-in-rezolvarea-probleme,2025-12-11,2025Q4-2026Q1 reformă judiciară,2,2_trebuie_cred_momentul_spus
2025-12-15_nicusor-dan-anunturi-majore-in-scandalurile-momentului,2025-12-15,2025Q4-2026Q1 reformă judiciară,5,5_românia_național_privește_statului
2025-12-16_nicusor-dan-declara-ca-rusia-va-continua-sa-fie-o-amenintare,2025-12-16,2025Q4-2026Q1 reformă judiciară,0,0_românia_parte_trebuie_spus
2025-12-16_nicusor-dan-sunt-destul-de-pesimist-cu-privire-la-intentia-r,2025-12-16,2025Q4-2026Q1 reformă judiciară,0,0_românia_parte_trebuie_spus
2025-12-16_nicusor-dan-trebuie-sa-fim-calmi-dar-sa-investim-in-aparare,2025-12-16,2025Q4-2026Q1 reformă judiciară,0,0_românia_parte_trebuie_spus
2025-12-17_declaratia-presedintelui-romaniei-nicusor-dan-in-regatul-mar,2025-12-17,2025Q4-2026Q1 reformă judiciară,1,1_există_cred_spus_momentul
2025-12-17_nicusor-dan-despre-cresterea-impozitelor-nu-e-nici-fericire,2025-12-17,2025Q4-2026Q1 reformă judiciară,1,1_există_cred_spus_momentul
2025-12-17_nicusor-dan-sunt-probleme-la-modul-in-care-se-fac-promovaril,2025-12-17,2025Q4-2026Q1 reformă judiciară,2,2_trebuie_cred_momentul_spus
2025-12-18_nicusor-dan-avem-atacuri-cibernetice-campanie-de-dezinformar,2025-12-18,2025Q4-2026Q1 reformă judiciară,4,4_momentul_campania_trebuie_există
2025-12-18_nicusor-dan-problema-fundamentala-este-de-ce-nu-reusim-in-15,2025-12-18,2025Q4-2026Q1 reformă judiciară,2,2_trebuie_cred_momentul_spus
2025-12-18_nicusor-dan-problema-fundamentala-este-de-ce-nu-reusim-in-15_wynkjt,2025-12-18,2025Q4-2026Q1 reformă judiciară,-1,-1_românia_trebuie_spus_ani
2025-12-18_nicusor-dan-sustinem-oricare-dintre-variantele-de-ajutor-fin,2025-12-18,2025Q4-2026Q1 reformă judiciară,-1,-1_românia_trebuie_spus_ani
2025-12-19_nicusor-dan-anunt-inainte-de-intalnirea-cu-magistratii,2025-12-19,2025Q4-2026Q1 reformă judiciară,2,2_trebuie_cred_momentul_spus
2025-12-21_declaratia-presedintelui-romaniei-nicusor-dan-pe-tema-proble,2025-12-21,2025Q4-2026Q1 reformă judiciară,2,2_trebuie_cred_momentul_spus
2025-12-21_nicusor-dan-exista-magistrati-care-actioneaza-in-interesul-u_i-HYCW,2025-12-21,2025Q4-2026Q1 reformă judiciară,2,2_trebuie_cred_momentul_spus
2025-12-21_nicusor-dan-magistratii-intimidati-inainte-de-discutiile-de,2025-12-21,2025Q4-2026Q1 reformă judiciară,2,2_trebuie_cred_momentul_spus
2025-12-21_nicusor-dan-magistratii-intimidati-inainte-de-discutiile-de__MoX2e,2025-12-21,2025Q4-2026Q1 reformă judiciară,2,2_trebuie_cred_momentul_spus
2025-12-21_nicusor-dan-voi-face-un-referendum-daca-csm-nu-actioneaza-in,2025-12-21,2025Q4-2026Q1 reformă judiciară,2,2_trebuie_cred_momentul_spus
2025-12-21_nicusor-dan-voi-initia-in-ianuarie-un-referendum-in-cadrul-c,2025-12-21,2025Q4-2026Q1 reformă judiciară,2,2_trebuie_cred_momentul_spus
2025-12-22_discutii-publice-la-cotroceni-intre-presedintele-romaniei-ni_7lGgIp,2025-12-22,2025Q4-2026Q1 reformă judiciară,2,2_trebuie_cred_momentul_spus
2025-12-22_nicusor-dan-anunta-un-referendum-printre-magistrati-digi24,2025-12-22,2025Q4-2026Q1 reformă judiciară,2,2_trebuie_cred_momentul_spus
2025-12-22_nicusor-dan-multe-dintre-cele-semnalate-necesita-verificari,2025-12-22,2025Q4-2026Q1 reformă judiciară,2,2_trebuie_cred_momentul_spus
2026-01-01_nicusor-dan-mesaj-de-condoleante-dupa-incediul-din-elvetia,2026-01-01,2025Q4-2026Q1 reformă judiciară,7,7_nicușor_românia_împreună_construit
2026-01-06_declaratia-presedintelui-romaniei-nicusor-dan-dupa-participa_iZQQF2,2026-01-06,2025Q4-2026Q1 reformă judiciară,0,0_românia_parte_trebuie_spus
2026-01-06_nicusor-dan-declaratii-la-bordul-avionului-spartan-cu-care-a,2026-01-06,2025Q4-2026Q1 reformă judiciară,2,2_trebuie_cred_momentul_spus
2026-01-06_nicusor-dan-suntem-intr-un-context-international-dificil,2026-01-06,2025Q4-2026Q1 reformă judiciară,-1,-1_românia_trebuie_spus_ani
2026-01-07_garantii-de-securitate-pentru-ucraina-si-mize-interne-nicuso,2026-01-07,2025Q4-2026Q1 reformă judiciară,0,0_românia_parte_trebuie_spus
2026-01-07_nicusor-dan-e-nevoie-de-un-avion-prezidential,2026-01-07,2025Q4-2026Q1 reformă judiciară,1,1_există_cred_spus_momentul
2026-01-07_nicusor-dan-mi-ar-fi-placut-mai-degraba-ca-taxele-sa-scada,2026-01-07,2025Q4-2026Q1 reformă judiciară,1,1_există_cred_spus_momentul
2026-01-15_nicusor-dan-despre-taierile-pentru-romani-dureroase-dar-obli,2026-01-15,2025Q4-2026Q1 reformă judiciară,1,1_există_cred_spus_momentul
2026-01-15_nicusor-dan-ne-asteapta-o-perioada-complicata-si-dificil-de,2026-01-15,2025Q4-2026Q1 reformă judiciară,5,5_românia_național_privește_statului
2026-01-15_nicusor-dan-romania-sustine-pacea-in-ucraina-si-integrarea-r,2026-01-15,2025Q4-2026Q1 reformă judiciară,5,5_românia_național_privește_statului
2026-01-20_nicusor-dan-anunta-azi-daca-merge-la-davos-pentru-consiliul,2026-01-20,2025Q4-2026Q1 reformă judiciară,-1,-1_românia_trebuie_spus_ani
2026-01-22_nicusor-dan-despre-pozitia-romaniei-cu-privire-la-groenlanda,2026-01-22,2025Q4-2026Q1 reformă judiciară,0,0_românia_parte_trebuie_spus
2026-01-23_nicusor-dan-explica-ce-inseamna-ca-nu-a-mers-teleleu-la-davo,2026-01-23,2025Q4-2026Q1 reformă judiciară,-1,-1_românia_trebuie_spus_ani
2026-01-24_discursul-lui-nicusor-dan-de-la-iasi-bruiat-de-simpatizantii,2026-01-24,2025Q4-2026Q1 reformă judiciară,5,5_românia_național_privește_statului
2026-01-24_huiduieli-si-aplauze-la-focsani-nicusor-dan-este-un-drept-pe,2026-01-24,2025Q4-2026Q1 reformă judiciară,-1,-1_românia_trebuie_spus_ani
2026-01-24_iasi-nicusor-dan-prezent-la-ceremonia-de-ziua-unirii-princip,2026-01-24,2025Q4-2026Q1 reformă judiciară,-1,-1_românia_trebuie_spus_ani
2026-01-24_nicusor-dan-e-democratie-e-libertate-sa-spuna-fiecare-ce-vre,2026-01-24,2025Q4-2026Q1 reformă judiciară,-1,-1_românia_trebuie_spus_ani
2026-01-24_nicusor-dan-la-multi-ani-dragi-focsaneni-care-huiduiti-autor,2026-01-24,2025Q4-2026Q1 reformă judiciară,-1,-1_românia_trebuie_spus_ani
2026-01-24_nicusor-dan-mae-analizeaza-participarea-romaniei-la-consiliu,2026-01-24,2025Q4-2026Q1 reformă judiciară,-1,-1_românia_trebuie_spus_ani
2026-01-24_nicusor-dan-nu-facem-comedii-din-relatia-intre-guvern-si-par,2026-01-24,2025Q4-2026Q1 reformă judiciară,1,1_există_cred_spus_momentul
2026-01-24_ziua-unirii-principatelor-umbrita-de-proteste-discursul-lui,2026-01-24,2025Q4-2026Q1 reformă judiciară,-1,-1_românia_trebuie_spus_ani
2026-01-30_nicusor-dan-despre-numirile-la-sri-si-sie-digi24-stiriledigi,2026-01-30,2025Q4-2026Q1 reformă judiciară,2,2_trebuie_cred_momentul_spus
2026-01-30_nicusor-dan-despre-tensiunile-din-coalitie-nu-exista-alterna,2026-01-30,2025Q4-2026Q1 reformă judiciară,1,1_există_cred_spus_momentul
2026-01-30_nicusor-dan-despre-tensiunile-din-coalitie-nu-exista-alterna_9sksTM,2026-01-30,2025Q4-2026Q1 reformă judiciară,1,1_există_cred_spus_momentul
2026-01-30_nicusor-dan-despre-vizita-in-sua-digi24-stiriledigi24,2026-01-30,2025Q4-2026Q1 reformă judiciară,0,0_românia_parte_trebuie_spus
2026-01-30_nicusor-dan-nu-exista-risc-de-crestere-de-taxe-in-viitorul-a,2026-01-30,2025Q4-2026Q1 reformă judiciară,1,1_există_cred_spus_momentul
2026-01-30_nicusor-dan-un-guvern-minoritar-putin-probabil-bolojan-a-rap,2026-01-30,2025Q4-2026Q1 reformă judiciară,1,1_există_cred_spus_momentul
2026-02-09_participa-sau-nu-romania-la-consiliul-pentru-pace-al-lui-tru,2026-02-09,2025Q4-2026Q1 reformă judiciară,-1,-1_românia_trebuie_spus_ani
2026-02-12_ce-spune-nicusor-dan-despre-participarea-romaniei-la-prima-e,2026-02-12,2025Q4-2026Q1 reformă judiciară,0,0_românia_parte_trebuie_spus
2026-02-12_declaratii-de-presa-sustinute-de-presedintele-romaniei-nicus,2026-02-12,2025Q4-2026Q1 reformă judiciară,6,6_europa_energie_piață_competitivitate
2026-02-12_nicusor-dan-anunt-de-la-consiliul-european-il-refuza-din-nou,2026-02-12,2025Q4-2026Q1 reformă judiciară,6,6_europa_energie_piață_competitivitate
2026-02-12_nicusor-dan-despre-candidatii-la-sefia-parchetelor-sunt-pers,2026-02-12,2025Q4-2026Q1 reformă judiciară,2,2_trebuie_cred_momentul_spus
2026-02-12_nicusor-dan-dupa-summitul-din-belgia-comisia-europeana-va-pr,2026-02-12,2025Q4-2026Q1 reformă judiciară,6,6_europa_energie_piață_competitivitate
2026-02-12_nicusor-dan-este-evidenta-tergiversarea-ccr-imi-doresc-o-asu,2026-02-12,2025Q4-2026Q1 reformă judiciară,2,2_trebuie_cred_momentul_spus
2026-02-12_nicusor-dan-pretul-energiei-este-o-chestiune-foarte-importan,2026-02-12,2025Q4-2026Q1 reformă judiciară,6,6_europa_energie_piață_competitivitate
2026-02-12_nicusor-dan-romania-poate-fi-cel-mult-observator-in-consiliu,2026-02-12,2025Q4-2026Q1 reformă judiciară,0,0_românia_parte_trebuie_spus
2026-02-13_declaratiile-presedintelui-romaniei-nicusor-dan-dupa-reuniun,2026-02-13,2025Q4-2026Q1 reformă judiciară,6,6_europa_energie_piață_competitivitate
2026-02-13_nicusor-dan-despre-propunerile-privind-scaderea-pretului-ene,2026-02-13,2025Q4-2026Q1 reformă judiciară,6,6_europa_energie_piață_competitivitate
2026-02-13_nicusor-dan-in-ciuda-atacurilor-coalitia-functioneaza-mai-bi,2026-02-13,2025Q4-2026Q1 reformă judiciară,1,1_există_cred_spus_momentul
2026-02-17_nicusor-dan-prezenta-la-consiliul-de-pace-necesara-dupa-anul,2026-02-17,2025Q4-2026Q1 reformă judiciară,0,0_românia_parte_trebuie_spus
2026-02-19_declaratii-de-presa-sustinute-de-presedintele-romaniei-nicus,2026-02-19,2025Q4-2026Q1 reformă judiciară,0,0_românia_parte_trebuie_spus
2026-02-19_interviu-exclusiv-cu-nicusor-dan-dupa-intalnirea-cu-trump,2026-02-19,2025Q4-2026Q1 reformă judiciară,0,0_românia_parte_trebuie_spus
2026-02-19_nicusor-dan-discurs-la-consiliul-pentru-pace-in-sua-avem-bur,2026-02-19,2025Q4-2026Q1 reformă judiciară,-1,-1_românia_trebuie_spus_ani
2026-02-19_prima-reactie-a-lui-nicusor-dan-dupa-ce-donald-trump-l-a-num,2026-02-19,2025Q4-2026Q1 reformă judiciară,2,2_trebuie_cred_momentul_spus
2026-02-20_nicusor-dan-nu-alegem-intre-sua-si-ue-romania-trebuie-sa-fie,2026-02-20,2025Q4-2026Q1 reformă judiciară,0,0_românia_parte_trebuie_spus
2026-02-20_presedintele-nicusor-dan-problema-legitimitatii-administrati,2026-02-20,2025Q4-2026Q1 reformă judiciară,0,0_românia_parte_trebuie_spus
2026-02-24_nicusor-dan-explica-de-ce-nu-a-promulgat-legea-pensiilor-spe,2026-02-24,2025Q4-2026Q1 reformă judiciară,2,2_trebuie_cred_momentul_spus
2026-03-05_acum-nicusor-dan-anunta-daca-romania-va-gazdui-arme-nucleare,2026-03-05,2026Q2 cotitură UE + criză guvern,0,0_românia_parte_trebuie_spus
2026-03-05_nicusor-dan-conferinta-de-presa-in-polonia-stiri-b1tv-5-mar,2026-03-05,2026Q2 cotitură UE + criză guvern,0,0_românia_parte_trebuie_spus
2026-03-05_nicusor-dan-despre-propunerile-pentru-sefia-parchetelor-stir,2026-03-05,2026Q2 cotitură UE + criză guvern,2,2_trebuie_cred_momentul_spus
2026-03-05_nicusor-dan-despre-scumpirile-la-pompa-nu-putem-umbla-la-acc,2026-03-05,2026Q2 cotitură UE + criză guvern,-1,-1_românia_trebuie_spus_ani
2026-03-05_nicusor-dan-despre-situatia-din-orient-nu-o-sa-plangem-iranu,2026-03-05,2026Q2 cotitură UE + criză guvern,0,0_românia_parte_trebuie_spus
2026-03-05_nicusor-dan-despre-umbrela-nucleara-propusa-de-franta-stiri,2026-03-05,2026Q2 cotitură UE + criză guvern,0,0_românia_parte_trebuie_spus
2026-03-05_nicusor-dan-dezbaterea-pe-buget-este-o-dezbatere-legitima,2026-03-05,2026Q2 cotitură UE + criză guvern,1,1_există_cred_spus_momentul
2026-03-05_nicusor-dan-nu-o-sa-plangem-republica-islamica-iran,2026-03-05,2026Q2 cotitură UE + criză guvern,0,0_românia_parte_trebuie_spus
2026-03-05_nicusor-dan-polonia-participa-la-brigada-multinationala-care,2026-03-05,2026Q2 cotitură UE + criză guvern,0,0_românia_parte_trebuie_spus
2026-03-05_nicusor-dan-polonia-si-romania-impreuna-au-multe-oportunitat,2026-03-05,2026Q2 cotitură UE + criză guvern,0,0_românia_parte_trebuie_spus
2026-03-05_nicusor-dan-romania-este-acoperita-de-o-umbrela-nucleara,2026-03-05,2026Q2 cotitură UE + criză guvern,0,0_românia_parte_trebuie_spus
2026-03-05_pretul-carburantilor-nicusor-dan-exclude-modificarea-taxelor,2026-03-05,2026Q2 cotitură UE + criză guvern,6,6_europa_energie_piață_competitivitate
2026-03-06_declaratii-de-presa-sustinute-de-presedintele-romaniei-nicus_Ry-ZYl,2026-03-06,2026Q2 cotitură UE + criză guvern,0,0_românia_parte_trebuie_spus
2026-03-06_nicusor-dan-romania-nu-va-gazdui-focoase-nucleare-in-viitoru,2026-03-06,2026Q2 cotitură UE + criză guvern,0,0_românia_parte_trebuie_spus
2026-03-07_nicusor-dan-imi-voi-asuma-in-justitie-vin-din-societatea-civ,2026-03-07,2026Q2 cotitură UE + criză guvern,2,2_trebuie_cred_momentul_spus
2026-03-11_ce-trimite-sua-in-tara-noastra-declaratiile-lui-nicusor-dan,2026-03-11,2026Q2 cotitură UE + criză guvern,0,0_românia_parte_trebuie_spus
2026-03-11_declaratie-sustinuta-de-presedintele-romaniei-nicusor-dan-du,2026-03-11,2026Q2 cotitură UE + criză guvern,-1,-1_românia_trebuie_spus_ani
2026-03-12_nicusor-dan-we-will-produce-drones-in-romania-together-with,2026-03-12,2026Q2 cotitură UE + criză guvern,0,0_românia_parte_trebuie_spus
2026-03-13_conferinta-sustinuta-de-presedintii-romaniei-si-ucrainei-nic,2026-03-13,2026Q2 cotitură UE + criză guvern,0,0_românia_parte_trebuie_spus
2026-03-19_conferinta-presedintelui-romaniei-nicusor-dan-si-a-secretaru,2026-03-19,2026Q2 cotitură UE + criză guvern,-1,-1_românia_trebuie_spus_ani
2026-03-19_nicusor-dan-romania-has-taken-a-clear-position-on-the-transa,2026-03-19,2026Q2 cotitură UE + criză guvern,0,0_românia_parte_trebuie_spus
2026-03-19_nicusor-dan-romania-has-taken-a-clear-position-on-the-transa_BurJvC,2026-03-19,2026Q2 cotitură UE + criză guvern,0,0_românia_parte_trebuie_spus
2026-03-26_ce-a-spus-nicusor-dan-despre-o-eventuala-rationalizare-a-car,2026-03-26,2026Q2 cotitură UE + criză guvern,-1,-1_românia_trebuie_spus_ani
2026-03-26_nicusor-dan-a-anuntat-ca-va-promulga-legea-bugetului-asa-cum,2026-03-26,2026Q2 cotitură UE + criză guvern,-1,-1_românia_trebuie_spus_ani
2026-03-27_nicusor-dan-if-the-measures-are-not-sufficient-the-governmen,2026-03-27,2026Q2 cotitură UE + criză guvern,1,1_există_cred_spus_momentul
2026-03-30_nicusor-dan-despre-iesirea-psd-de-la-guvernare-un-guvern-min,2026-03-30,2026Q2 cotitură UE + criză guvern,1,1_există_cred_spus_momentul
2026-03-30_o-posibila-iesire-a-psd-de-la-guvernare-nicusor-dan-nu-cred,2026-03-30,2026Q2 cotitură UE + criză guvern,1,1_există_cred_spus_momentul
2026-03-31_carburantii-s-ar-putea-ieftini-nicusor-dan-cred-ca-va-fi-o-s,2026-03-31,2026Q2 cotitură UE + criză guvern,1,1_există_cred_spus_momentul
2026-03-31_carburantii-s-ar-putea-ieftini-nicusor-dan-cred-ca-va-fi-o-s_eIg4Ys,2026-03-31,2026Q2 cotitură UE + criză guvern,1,1_există_cred_spus_momentul
2026-04-01_presedintele-nicusor-dan-trecerea-romaniei-la-euro-esentiala,2026-04-01,2026Q2 cotitură UE + criză guvern,1,1_există_cred_spus_momentul
2026-04-07_declaratiile-presedintelui-nicusor-dan-dupa-vizita-la-centru,2026-04-07,2026Q2 cotitură UE + criză guvern,-1,-1_românia_trebuie_spus_ani
2026-04-07_nicusor-dan-despre-demisia-lui-bolojan-in-ce-calitate-sa-i-o,2026-04-07,2026Q2 cotitură UE + criză guvern,1,1_există_cred_spus_momentul
2026-04-07_nicusor-dan-intrebat-daca-ii-va-cere-demisia-lui-bolojan-eu,2026-04-07,2026Q2 cotitură UE + criză guvern,-1,-1_românia_trebuie_spus_ani
2026-04-07_nicusor-dan-nu-sunt-riscuri-acum-dar-avem-un-plan-de-criza-p,2026-04-07,2026Q2 cotitură UE + criză guvern,6,6_europa_energie_piață_competitivitate
2026-04-08_nicusor-dan-anunta-numiri-in-fruntea-parchetelor-astept-o-di,2026-04-08,2026Q2 cotitură UE + criză guvern,2,2_trebuie_cred_momentul_spus
2026-04-08_nicusor-dan-i-was-happy-that-the-head-of-the-iasi-dna-is-run,2026-04-08,2026Q2 cotitură UE + criză guvern,2,2_trebuie_cred_momentul_spus
2026-04-08_nicusor-dan-if-i-make-a-mistake-romanians-will-penalize-me,2026-04-08,2026Q2 cotitură UE + criză guvern,2,2_trebuie_cred_momentul_spus
2026-04-08_nicusor-dan-respinge-acuzatiile-nu-sunt-propunerile-psd,2026-04-08,2026Q2 cotitură UE + criză guvern,2,2_trebuie_cred_momentul_spus
2026-04-09_conferinta-de-presa-sustinuta-de-presedintele-romaniei-nicus_yJJ1E7,2026-04-09,2026Q2 cotitură UE + criză guvern,2,2_trebuie_cred_momentul_spus
2026-04-17_nicusor-dan-calin-georgescu-a-fost-sustinut-de-o-infrastruct,2026-04-17,2026Q2 cotitură UE + criză guvern,4,4_momentul_campania_trebuie_există
2026-04-20_nicusor-dan-lack-of-financial-education-led-to-unhealthy-dec,2026-04-20,2026Q2 cotitură UE + criză guvern,5,5_românia_național_privește_statului
2026-04-20_nicusor-dan-traim-un-razboi-informational-ce-a-anuntat-prese,2026-04-20,2026Q2 cotitură UE + criză guvern,-1,-1_românia_trebuie_spus_ani
2026-04-20_we-will-enter-political-turbulence-nicusor-dan-i-do-not-supp,2026-04-20,2026Q2 cotitură UE + criză guvern,1,1_există_cred_spus_momentul
2026-04-22_declaratie-de-presa-sustinuta-de-presedintele-romaniei-nicus,2026-04-22,2026Q2 cotitură UE + criză guvern,1,1_există_cred_spus_momentul
2026-04-22_kelemen-hunor-at-the-end-of-discussions-with-nicusor-dan-we,2026-04-22,2026Q2 cotitură UE + criză guvern,1,1_există_cred_spus_momentul
2026-04-23_nicusor-dan-despre-situatia-demisiilor-ministrilor-psd-aprec,2026-04-23,2026Q2 cotitură UE + criză guvern,6,6_europa_energie_piață_competitivitate
2026-04-24_nicusor-dan-reacts-to-george-simion-s-new-discriminatory-sta,2026-04-24,2026Q2 cotitură UE + criză guvern,6,6_europa_energie_piață_competitivitate
2026-04-24_nicusor-dan-simion-s-statement-to-me-is-below-any-level-of-d,2026-04-24,2026Q2 cotitură UE + criză guvern,-1,-1_românia_trebuie_spus_ani
2026-04-25_nicusor-dan-a-semnat-demisiile-ministrilor-psd-anuntul-facut,2026-04-25,2026Q2 cotitură UE + criză guvern,1,1_există_cred_spus_momentul
2026-04-29_nicusor-dan-i-wish-romania-would-be-governed-by-pro-western,2026-04-29,2026Q2 cotitură UE + criză guvern,1,1_există_cred_spus_momentul
2026-05-04_nicusor-dan-europa-isi-consolideaza-apararea-pe-fondul-reori,2026-05-04,2026Q2 cotitură UE + criză guvern,0,0_românia_parte_trebuie_spus
2026-05-04_nicusor-dan-regardless-of-what-happens-romania-will-continue,2026-05-04,2026Q2 cotitură UE + criză guvern,0,0_românia_parte_trebuie_spus
2026-05-04_nicusor-dan-the-state-will-function-regardless-of-the-outcom,2026-05-04,2026Q2 cotitură UE + criză guvern,2,2_trebuie_cred_momentul_spus
2026-05-05_declaratii-de-presa-sustinute-de-presedintele-romaniei-nicus,2026-05-05,2026Q2 cotitură UE + criză guvern,1,1_există_cred_spus_momentul
2026-05-05_nicusor-dan-vom-avea-un-nou-guvern-pro-occidental-in-termen,2026-05-05,2026Q2 cotitură UE + criză guvern,1,1_există_cred_spus_momentul
2026-05-06_usr-attack-on-nicusor-dan-he-was-totally-disinterested-in-th,2026-05-06,2026Q2 cotitură UE + criză guvern,1,1_există_cred_spus_momentul
2026-05-09_mesajul-presedintelui-romaniei-nicusor-dan-cu-prilejul-zilei,2026-05-09,2026Q2 cotitură UE + criză guvern,-1,-1_românia_trebuie_spus_ani
2026-05-09_nicusor-dan-we-will-continue-discussions-for-a-pro-western-g,2026-05-09,2026Q2 cotitură UE + criză guvern,1,1_există_cred_spus_momentul
